date,spx_ret,ust10_chg,hy_oas,vix
2009-10-23,0.00535,-0.013,3.5,12.97
2009-10-26,0.0129,-0.011,3.5,13.01
2009-10-27,0.01219,-0.041,3.5,12.6
2009-10-28,-0.0024,-0.041,3.5,15.09
2009-10-29,0.00358,0.03,3.5,13.0
2009-10-30,-0.00439,-0.027,3.5,15.95
2009-11-02,0.00079,-0.054,3.5,13.41
2009-11-03,-0.0042,-0.012,3.5,13.03
2009-11-04,0.01356,-0.005,3.5,12.78
2009-11-05,0.00351,-0.089,3.5,13.85
2009-11-06,-0.00114,-0.012,3.5,12.12
2009-11-09,0.01015,0.025,3.5,13.22
2009-11-10,-0.01676,0.008,3.5,13.01
2009-11-11,-0.01551,0.079,3.5,13.49
2009-11-12,0.00697,0.04,3.5,13.53
2009-11-13,0.00108,0.048,3.5,13.6
2009-11-16,0.0026,0.102,3.5,13.14
2009-11-17,-0.01001,0.02,3.5,15.35
2009-11-18,0.00041,-0.003,3.5,13.63
2009-11-19,0.01663,0.029,3.5,16.91
2009-11-20,0.00719,-0.032,3.5,13.07
2009-11-23,0.00196,-0.006,3.5,14.44
2009-11-24,-0.00291,-0.036,3.5,11.91
2009-11-25,-0.00256,0.006,3.5,15.1
2009-11-26,-0.01643,-0.036,3.5,11.94
2009-11-27,0.00266,-0.037,3.5,13.68
2009-11-30,0.00736,0.007,3.5,12.6
2009-12-01,-0.012,-0.016,3.5,13.68
2009-12-02,-0.00469,-0.087,3.5,12.65
2009-12-03,-0.00866,-0.068,3.5,11.82
2009-12-04,-0.00712,-0.056,3.5,12.59
2009-12-07,0.00103,-0.045,3.5,15.31
2009-12-08,-0.01608,0.007,3.5,13.7
2009-12-09,0.00551,-0.001,3.5,11.07
2009-12-10,0.00663,0.033,3.5,14.64
2009-12-11,-0.00141,0.02,3.5,11.66
2009-12-14,-0.01925,0.033,3.5,14.12
2009-12-15,-0.00737,0.014,3.5,13.83
2009-12-16,0.01046,-0.002,3.5,13.92
2009-12-17,-0.02162,0.034,3.5,15.78
2009-12-18,-0.00218,0.027,3.5,11.76
2009-12-21,-0.00884,0.005,3.5,13.92
2009-12-22,0.00704,0.041,3.5,14.89
2009-12-23,-0.0048,-0.104,3.5,12.03
2009-12-24,0.00383,-0.022,3.5,11.88
2009-12-25,0.00512,-0.022,3.5,12.57
2009-12-28,0.01529,0.036,3.5,13.49
2009-12-29,-0.00102,0.053,3.5,10.88
2009-12-30,0.00361,-0.068,3.5,13.83
2009-12-31,-0.01128,0.046,3.5,10.89
2010-01-01,0.01012,-0.057,3.5,14.94
2010-01-04,-0.00548,-0.056,3.5,13.77
2010-01-05,-0.00389,-0.019,3.5,15.87
2010-01-06,0.00042,-0.023,3.5,14.0
2010-01-07,-0.0119,-0.072,3.5,12.54
2010-01-08,0.00243,0.016,3.5,11.8
2010-01-11,0.00834,0.017,3.5,13.36
2010-01-12,0.00294,0.032,3.5,12.95
2010-01-13,-0.01211,-0.027,3.5,14.78
2010-01-14,-0.00039,-0.012,3.5,11.61
2010-01-15,0.00654,-0.011,3.5,16.03
2010-01-18,-0.01442,0.058,3.5,14.91
2010-01-19,-0.008,-0.123,3.5,12.69
2010-01-20,0.00761,-0.048,3.5,15.7
2010-01-21,0.00276,-0.01,3.5,11.83
2010-01-22,0.0039,-0.053,3.5,13.31
2010-01-25,0.01548,-0.02,3.5,11.09
2010-01-26,0.00435,-0.015,3.5,15.77
2010-01-27,0.00586,-0.036,3.5,10.53
2010-01-28,0.02229,-0.007,3.5,10.84
2010-01-29,-0.00111,0.015,3.5,12.05
2010-02-01,-0.00578,-0.019,3.5,14.98
2010-02-02,0.00402,-0.028,3.5,14.43
2010-02-03,0.00411,-0.017,3.5,13.18
2010-02-04,-0.00361,-0.01,3.5,14.53
2010-02-05,-0.00766,-0.08,3.5,12.83
2010-02-08,0.01908,0.008,3.5,13.63
2010-02-09,0.00321,-0.028,3.5,15.48
2010-02-10,-0.00526,0.04,3.5,12.63
2010-02-11,0.00793,0.014,3.5,11.85
2010-02-12,-0.00027,0.037,3.5,13.71
2010-02-15,-0.00142,-0.05,3.5,14.11
2010-02-16,0.0051,-0.025,3.5,13.17
2010-02-17,-0.00974,-0.06,3.5,14.51
2010-02-18,0.00342,-0.038,3.5,12.7
2010-02-19,0.0159,0.04,3.5,13.19
2010-02-22,0.00433,0.049,3.5,13.56
2010-02-23,-0.00241,-0.056,3.5,13.43
2010-02-24,-0.00346,-0.028,3.5,15.42
2010-02-25,-0.00268,-0.013,3.5,13.55
2010-02-26,-0.00143,0.013,3.49,12.54
2010-03-01,-0.00242,-0.08,3.49,13.79
2010-03-02,0.00793,-0.074,3.49,14.51
2010-03-03,-0.01327,0.01,3.5,14.16
2010-03-04,0.0075,-0.088,3.5,14.08
2010-03-05,-0.00244,-0.028,3.5,10.75
2010-03-08,0.00362,-0.004,3.5,9.26
2010-03-09,-0.00842,0.007,3.5,14.91
2010-03-10,0.01123,-0.016,3.49,13.66
2010-03-11,0.01057,-0.025,3.49,12.97
2010-03-12,0.00828,0.024,3.49,14.04
2010-03-15,-0.01152,0.001,3.49,15.89
2010-03-16,0.00723,-0.036,3.49,15.12
2010-03-17,0.00384,-0.008,3.49,14.44
2010-03-18,-0.01224,0.005,3.49,11.67
2010-03-19,0.00041,0.059,3.49,11.86
2010-03-22,0.00352,0.021,3.49,9.42
2010-03-23,0.00505,0.039,3.5,13.95
2010-03-24,0.00202,-0.034,3.5,14.66
2010-03-25,0.00293,-0.031,3.5,14.79
2010-03-26,0.01239,-0.019,3.5,14.01
2010-03-29,0.01041,-0.016,3.5,12.77
2010-03-30,-0.02234,-0.05,3.5,12.15
2010-03-31,-0.00194,0.041,3.5,11.76
2010-04-01,-0.00072,0.025,3.5,12.75
2010-04-02,-0.01342,-0.022,3.5,11.53
2010-04-05,0.00135,0.016,3.5,15.63
2010-04-06,0.01059,-0.001,3.5,11.05
2010-04-07,-0.00809,0.019,3.5,12.7
2010-04-08,0.00329,-0.064,3.5,10.1
2010-04-09,-0.00673,-0.016,3.5,13.44
2010-04-12,-0.00478,-0.012,3.5,13.0
2010-04-13,0.01242,0.015,3.5,12.46
2010-04-14,-0.00374,-0.035,3.5,11.6
2010-04-15,0.0043,-0.11,3.5,13.0
2010-04-16,-0.01437,-0.053,3.5,12.18
2010-04-19,0.0155,-0.012,3.5,12.79
2010-04-20,0.00542,-0.007,3.5,15.94
2010-04-21,-0.00086,0.057,3.5,13.26
2010-04-22,0.0052,0.013,3.5,13.8
2010-04-23,-0.01068,-0.007,3.5,12.3
2010-04-26,0.01006,-0.011,3.5,11.82
2010-04-27,-0.00199,0.034,3.5,12.97
2010-04-28,-0.00103,-0.034,3.5,16.76
2010-04-29,-0.00333,-0.016,3.5,12.57
2010-04-30,-0.00405,-0.054,3.49,13.54
2010-05-03,0.00616,0.047,3.49,11.76
2010-05-04,0.00265,0.006,3.49,9.0
2010-05-05,0.00581,-0.038,3.49,11.82
2010-05-06,0.00053,-0.015,3.49,16.57
2010-05-07,0.00471,0.01,3.5,13.89
2010-05-10,-0.00275,-0.02,3.5,15.46
2010-05-11,0.01844,-0.031,3.5,12.48
2010-05-12,-0.01194,-0.036,3.49,9.46
2010-05-13,0.01069,0.004,3.49,11.34
2010-05-14,0.01154,-0.024,3.49,13.6
2010-05-17,-0.00622,-0.028,3.49,13.36
2010-05-18,0.01843,-0.063,3.49,12.98
2010-05-19,0.00856,-0.007,3.49,12.2
2010-05-20,0.00837,-0.017,3.49,14.41
2010-05-21,0.00082,-0.023,3.49,12.25
2010-05-24,-0.00114,-0.002,3.49,13.46
2010-05-25,-0.00108,0.02,3.49,13.29
2010-05-26,0.00372,0.018,3.49,12.45
2010-05-27,0.01181,0.012,3.49,11.68
2010-05-28,0.00205,-0.02,3.49,12.36
2010-05-31,-0.00669,-0.033,3.49,15.81
2010-06-01,0.0072,-0.052,3.49,14.67
2010-06-02,0.00797,-0.034,3.49,14.53
2010-06-03,0.00584,-0.009,3.49,11.82
2010-06-04,0.00656,-0.041,3.49,10.84
2010-06-07,-0.00157,-0.006,3.49,14.64
2010-06-08,-0.00683,-0.049,3.49,14.36
2010-06-09,-0.00635,-0.076,3.49,13.21
2010-06-10,-0.01248,0.023,3.49,12.44
2010-06-11,0.0025,-0.029,3.49,10.8
2010-06-14,-7e-05,-0.043,3.49,14.3
2010-06-15,-0.00292,-0.054,3.49,14.78
2010-06-16,-0.02304,0.007,3.49,11.98
2010-06-17,-0.00938,0.045,3.5,11.86
2010-06-18,0.00957,-0.026,3.5,14.86
2010-06-21,-0.00472,-0.019,3.5,12.04
2010-06-22,0.00348,0.033,3.5,15.67
2010-06-23,-0.01053,-0.082,3.5,12.84
2010-06-24,0.01211,0.069,3.5,12.42
2010-06-25,-0.00055,0.088,3.5,13.07
2010-06-28,0.00292,-0.118,3.5,12.42
2010-06-29,0.01921,-0.014,3.5,14.69
2010-06-30,0.01273,-0.039,3.5,14.33
2010-07-01,-0.00185,-0.021,3.5,14.63
2010-07-02,-0.00415,-0.027,3.5,13.28
2010-07-05,-0.002,0.022,3.5,12.32
2010-07-06,0.00468,-0.015,3.5,12.99
2010-07-07,-0.00024,-0.046,3.5,12.36
2010-07-08,-0.00256,-0.017,3.5,15.2
2010-07-09,0.01234,0.011,3.5,14.5
2010-07-12,-0.00031,-0.057,3.5,12.86
2010-07-13,0.019,-0.076,3.5,11.61
2010-07-14,0.00133,0.07,3.5,15.31
2010-07-15,0.01488,-0.036,3.5,13.21
2010-07-16,0.00346,-0.015,3.5,12.8
2010-07-19,0.0083,-0.026,3.5,15.32
2010-07-20,-0.0052,0.012,3.5,12.24
2010-07-21,-0.00623,0.061,3.5,12.52
2010-07-22,0.00428,0.013,3.5,12.65
2010-07-23,0.00851,-0.071,3.5,11.03
2010-07-26,0.00092,-0.065,3.5,13.47
2010-07-27,-0.00969,-0.026,3.5,11.86
2010-07-28,-0.01028,-0.021,3.5,12.14
2010-07-29,-0.01082,-0.079,3.5,11.94
2010-07-30,-0.01354,0.023,3.5,12.12
2010-08-02,0.00148,-0.053,3.5,11.74
2010-08-03,0.0096,0.05,3.5,13.37
2010-08-04,0.00049,0.063,3.5,12.77
2010-08-05,-0.01748,-0.02,3.5,13.07
2010-08-06,-0.00093,0.008,3.5,16.53
2010-08-09,-0.0007,-0.059,3.5,12.77
2010-08-10,0.01737,0.015,3.5,13.91
2010-08-11,-0.01106,-0.03,3.5,14.08
2010-08-12,-0.00253,-0.053,3.5,12.91
2010-08-13,0.01425,-0.022,3.5,13.41
2010-08-16,0.0042,-0.029,3.5,13.03
2010-08-17,0.00511,-0.023,3.5,13.3
2010-08-18,0.00152,0.028,3.5,12.12
2010-08-19,0.00324,-0.041,3.5,12.26
2010-08-20,0.00682,0.059,3.5,13.03
2010-08-23,-0.00588,-0.063,3.5,10.04
2010-08-24,0.00762,0.055,3.5,15.24
2010-08-25,-0.01038,-0.051,3.5,16.24
2010-08-26,0.00323,-0.01,3.5,13.26
2010-08-27,0.00203,-0.03,3.5,14.0
2010-08-30,-0.00433,-0.024,3.5,14.62
2010-08-31,0.00042,0.022,3.5,11.01
2010-09-01,-0.00438,0.05,3.5,14.39
2010-09-02,-0.00797,0.038,3.5,12.36
2010-09-03,-0.00223,-0.026,3.5,16.44
2010-09-06,-0.00823,-0.003,3.5,12.72
2010-09-07,0.00318,-0.041,3.5,14.36
2010-09-08,-0.0086,-0.05,3.5,12.73
2010-09-09,0.0063,-0.056,3.5,16.3
2010-09-10,-0.00885,-0.028,3.5,12.23
2010-09-13,-0.00393,-0.0,3.5,14.75
2010-09-14,-0.0044,-0.086,3.5,13.94
2010-09-15,0.0112,-0.012,3.5,13.61
2010-09-16,0.00324,0.051,3.5,13.34
2010-09-17,-0.00109,0.035,3.5,12.0
2010-09-20,0.00459,-0.033,3.5,9.12
2010-09-21,-0.01626,-0.066,3.5,14.61
2010-09-22,0.00025,0.008,3.5,12.27
2010-09-23,0.01658,-0.103,3.5,14.75
2010-09-24,0.00166,0.034,3.5,13.53
2010-09-27,0.00114,-0.019,3.5,14.8
2010-09-28,0.00499,0.063,3.5,14.2
2010-09-29,0.00776,-0.079,3.5,9.3
2010-09-30,-0.01538,0.027,3.5,13.92
2010-10-01,-0.01286,-0.014,3.5,12.48
2010-10-04,0.00228,-0.023,3.5,14.75
2010-10-05,-0.00512,-0.065,3.5,13.89
2010-10-06,0.0111,0.014,3.5,13.9
2010-10-07,-0.00192,0.017,3.5,12.59
2010-10-08,-0.01488,0.061,3.5,11.63
2010-10-11,-0.00954,0.03,3.5,12.35
2010-10-12,-0.0214,-0.034,3.5,10.3
2010-10-13,-0.00127,-0.05,3.5,12.11
2010-10-14,-0.00091,-0.065,3.5,10.8
2010-10-15,-0.0028,0.049,3.5,10.84
2010-10-18,0.00923,-0.041,3.5,13.17
2010-10-19,0.01019,0.049,3.5,13.8
2010-10-20,-0.00076,0.011,3.5,12.95
2010-10-21,-0.01648,0.003,3.5,12.25
2010-10-22,0.00554,-0.022,3.5,11.58
2010-10-25,0.00504,0.016,3.5,12.52
2010-10-26,0.00308,-0.011,3.5,11.77
2010-10-27,0.00845,-0.025,3.5,12.91
2010-10-28,-0.00872,0.018,3.5,10.72
2010-10-29,0.01667,-0.016,3.5,14.05
2010-11-01,-0.00708,-0.042,3.5,12.15
2010-11-02,0.00659,0.014,3.5,13.56
2010-11-03,-0.0129,-0.013,3.5,14.33
2010-11-04,-0.00684,0.01,3.5,13.49
2010-11-05,0.01273,-0.028,3.5,14.2
2010-11-08,-0.00149,-0.058,3.5,9.9
2010-11-09,0.00732,0.059,3.5,12.26
2010-11-10,0.0025,0.052,3.5,14.65
2010-11-11,-0.00024,0.025,3.5,13.76
2010-11-12,0.01151,-0.026,3.5,15.77
2010-11-15,-0.00129,-0.022,3.5,15.56
2010-11-16,-0.01365,0.045,3.5,13.45
2010-11-17,-0.00583,-0.024,3.5,12.62
2010-11-18,0.00501,-0.035,3.5,11.56
2010-11-19,0.00376,0.065,3.5,12.29
2010-11-22,-0.01194,-0.012,3.5,12.39
2010-11-23,-0.00519,0.061,3.5,12.11
2010-11-24,-0.00405,-0.066,3.5,11.62
2010-11-25,-0.00232,0.011,3.5,13.6
2010-11-26,-0.01041,0.073,3.5,15.54
2010-11-29,-0.00443,-0.009,3.5,14.4
2010-11-30,-0.00523,-0.021,3.5,12.52
2010-12-01,0.00677,-0.057,3.5,14.52
2010-12-02,0.00707,0.033,3.5,13.52
2010-12-03,-0.00057,-0.041,3.5,12.94
2010-12-06,-0.00254,-0.014,3.5,12.85
2010-12-07,0.00172,-0.059,3.5,12.7
2010-12-08,-0.00593,0.052,3.5,13.98
2010-12-09,-0.00857,0.036,3.5,13.21
2010-12-10,-0.00692,-0.011,3.5,11.91
2010-12-13,-0.00448,-0.056,3.5,11.83
2010-12-14,-0.00871,0.051,3.5,13.46
2010-12-15,0.0019,-0.025,3.5,13.64
2010-12-16,0.00644,-0.054,3.5,12.53
2010-12-17,-0.0121,-0.08,3.5,11.3
2010-12-20,0.0008,-0.036,3.5,14.88
2010-12-21,-0.00116,-0.068,3.49,14.56
2010-12-22,0.00333,-0.035,3.49,10.02
2010-12-23,0.0005,0.02,3.49,15.01
2010-12-24,-0.01103,-0.025,3.49,12.69
2010-12-27,-0.0095,0.004,3.49,13.28
2010-12-28,0.00084,-0.039,3.49,14.71
2010-12-29,0.00883,-0.007,3.5,15.48
2010-12-30,-0.01711,0.067,3.5,14.5
2010-12-31,0.00337,-0.024,3.49,13.36
2011-01-03,0.01012,0.005,3.49,10.94
2011-01-04,-0.00062,-0.073,3.49,9.96
2011-01-05,0.005,0.051,3.49,14.32
2011-01-06,-0.00502,-0.029,3.49,15.01
2011-01-07,-0.00035,0.032,3.49,11.78
2011-01-10,-0.01237,-0.015,3.49,12.6
2011-01-11,-0.01815,0.014,3.49,12.16
2011-01-12,0.00814,0.017,3.49,12.12
2011-01-13,-0.00728,-0.028,3.49,14.61
2011-01-14,-0.00304,0.034,3.49,13.33
2011-01-17,-0.01049,-0.04,3.49,12.66
2011-01-18,-0.01068,0.021,3.49,16.99
2011-01-19,-0.00079,-0.026,3.49,10.85
2011-01-20,-0.00524,0.004,3.49,13.82
2011-01-21,0.00362,-0.028,3.49,11.43
2011-01-24,0.00422,-0.008,3.49,12.76
2011-01-25,0.00317,-0.053,3.49,13.22
2011-01-26,0.00251,-0.0,3.49,14.27
2011-01-27,0.01322,-0.008,3.49,12.61
2011-01-28,-0.00794,-0.032,3.5,12.45
2011-01-31,0.00016,-0.012,3.49,12.58
2011-02-01,0.00966,-0.005,3.49,11.38
2011-02-02,0.01072,-0.035,3.49,13.95
2011-02-03,-0.01077,-0.015,3.5,13.42
2011-02-04,-0.0019,-0.05,3.49,13.65
2011-02-07,0.01146,0.084,3.49,12.9
2011-02-08,0.00466,0.032,3.49,12.71
2011-02-09,0.00216,0.001,3.49,14.76
2011-02-10,-0.00114,0.037,3.49,14.53
2011-02-11,-0.00247,-0.089,3.49,15.12
2011-02-14,0.00291,-0.112,3.49,13.56
2011-02-15,-0.00142,-0.026,3.49,15.03
2011-02-16,0.00026,-0.065,3.49,12.38
2011-02-17,0.00123,-0.019,3.49,12.7
2011-02-18,-0.00482,-0.002,3.5,14.79
2011-02-21,0.00486,0.027,3.5,14.27
2011-02-22,0.02391,-0.056,3.49,12.56
2011-02-23,-0.01362,0.006,3.49,11.43
2011-02-24,0.00319,-0.009,3.5,12.69
2011-02-25,-0.00548,0.004,3.5,11.97
2011-02-28,0.00522,-0.031,3.5,15.59
2011-03-01,0.00097,0.045,3.5,14.14
2011-03-02,0.00669,-0.014,3.5,11.85
2011-03-03,0.01,0.061,3.5,11.43
2011-03-04,0.00214,-0.042,3.5,11.83
2011-03-07,0.00966,0.02,3.5,12.16
2011-03-08,-0.01815,-0.012,3.5,12.75
2011-03-09,0.01332,-0.023,3.49,14.67
2011-03-10,0.0036,0.015,3.5,11.55
2011-03-11,0.00922,-0.022,3.5,16.43
2011-03-14,-0.00916,-0.116,3.5,11.59
2011-03-15,-0.00605,-0.133,3.5,10.89
2011-03-16,0.00177,0.041,3.49,15.53
2011-03-17,0.00046,0.039,3.49,14.98
2011-03-18,0.00286,0.065,3.49,12.73
2011-03-21,0.00928,-0.011,3.5,13.57
2011-03-22,-0.01352,-0.062,3.49,13.61
2011-03-23,0.00839,-0.027,3.49,13.21
2011-03-24,0.00067,-0.01,3.49,11.06
2011-03-25,-0.00103,-0.05,3.49,9.28
2011-03-28,-0.01117,0.056,3.49,11.73
2011-03-29,0.00462,0.08,3.5,15.72
2011-03-30,-0.01871,0.009,3.5,15.78
2011-03-31,0.00579,-0.01,3.5,12.61
2011-04-01,-0.01134,-0.062,3.5,11.56
2011-04-04,0.00103,0.052,3.5,13.42
2011-04-05,-0.00035,-0.007,3.5,13.66
2011-04-06,0.00996,-0.022,3.5,13.9
2011-04-07,-0.00083,0.009,3.5,9.21
2011-04-08,-0.00495,-0.033,3.5,17.74
2011-04-11,-0.00345,-0.004,3.49,14.7
2011-04-12,0.01078,-0.068,3.49,12.7
2011-04-13,0.00489,0.033,3.5,11.92
2011-04-14,-0.00249,-0.014,3.5,14.48
2011-04-15,-0.00129,0.036,3.49,13.74
2011-04-18,-0.01194,-0.018,3.49,13.14
2011-04-19,0.00371,-0.015,3.49,13.69
2011-04-20,-0.01348,-0.058,3.49,12.83
2011-04-21,0.00661,0.02,3.49,13.6
2011-04-22,0.00163,-0.045,3.49,14.09
2011-04-25,0.0197,-0.029,3.49,13.51
2011-04-26,-0.0082,-0.01,3.49,13.44
2011-04-27,-0.00022,-0.005,3.49,15.09
2011-04-28,0.01499,-0.078,3.49,10.6
2011-04-29,0.01013,-0.019,3.49,11.8
2011-05-02,-0.00497,0.022,3.49,13.04
2011-05-03,0.00239,-0.025,3.49,11.91
2011-05-04,0.00062,-0.019,3.49,12.41
2011-05-05,0.00286,-0.004,3.49,14.93
2011-05-06,-0.00499,-0.015,3.49,12.78
2011-05-09,-0.00011,-0.051,3.49,10.26
2011-05-10,-0.01218,-0.011,3.49,12.36
2011-05-11,0.00168,0.03,3.49,13.09
2011-05-12,0.0042,-0.052,3.49,13.06
2011-05-13,-0.00122,-0.025,3.49,13.83
2011-05-16,-0.01232,-0.065,3.49,13.71
2011-05-17,0.00851,0.028,3.5,12.79
2011-05-18,0.00352,-0.014,3.49,11.21
2011-05-19,-0.00521,-0.044,3.49,12.34
2011-05-20,-0.00164,-0.006,3.49,12.07
2011-05-23,-0.01141,-0.058,3.49,12.57
2011-05-24,-0.0076,-0.051,3.49,14.04
2011-05-25,-0.0037,-0.068,3.49,13.61
2011-05-26,0.01043,-0.053,3.49,14.24
2011-05-27,-0.00452,0.044,3.49,12.42
2011-05-30,0.00572,-0.039,3.49,15.26
2011-05-31,-0.00371,0.009,3.49,14.01
2011-06-01,0.00258,-0.043,3.49,13.17
2011-06-02,-0.00053,0.02,3.49,13.91
2011-06-03,0.00758,-0.051,3.49,11.99
2011-06-06,-0.00368,-0.008,3.49,9.84
2011-06-07,-0.01198,-0.008,3.49,12.09
2011-06-08,-0.01046,0.083,3.5,14.12
2011-06-09,-0.00366,0.015,3.5,13.12
2011-06-10,-0.00939,-0.034,3.5,12.79
2011-06-13,0.00388,0.017,3.5,11.73
2011-06-14,-0.00313,0.076,3.5,10.07
2011-06-15,0.0196,-0.075,3.5,15.14
2011-06-16,-0.0133,-0.044,3.5,12.69
2011-06-17,0.00223,-0.019,3.5,12.36
2011-06-20,-0.0206,-0.047,8.0,26.99
2011-06-21,-0.00918,-0.043,7.99,29.88
2011-06-22,0.00225,-0.082,7.99,29.32
2011-06-23,-0.04216,0.026,8.0,26.55
2011-06-24,0.00396,-0.087,7.99,29.75
2011-06-27,0.03395,-0.038,7.99,27.78
2011-06-28,-0.00846,0.012,7.99,27.08
2011-06-29,0.00438,-0.031,7.99,27.56
2011-06-30,0.01815,-0.069,7.99,26.83
2011-07-01,-0.00325,-0.084,7.99,26.02
2011-07-04,-0.01076,-0.039,7.99,29.16
2011-07-05,-0.04126,-0.06,7.99,27.67
2011-07-06,0.01124,-0.022,7.99,28.93
2011-07-07,-0.00234,-0.086,7.99,28.43
2011-07-08,-0.01853,0.003,7.99,28.82
2011-07-11,0.00198,-0.025,7.99,24.93
2011-07-12,-0.01081,-0.022,7.99,26.7
2011-07-13,-0.00981,0.028,7.99,28.85
2011-07-14,0.01061,-0.048,7.99,26.09
2011-07-15,-0.02439,-0.059,7.99,28.56
2011-07-18,0.01855,-0.052,7.99,25.91
2011-07-19,-0.02546,-0.038,7.99,28.02
2011-07-20,-0.01223,-0.034,7.99,30.41
2011-07-21,0.03431,-0.063,7.99,29.16
2011-07-22,0.01999,-0.111,7.99,25.22
2011-07-25,0.00146,-0.052,7.99,29.27
2011-07-26,-0.01723,-0.016,7.99,30.73
2011-07-27,-0.00983,-0.025,7.99,32.2
2011-07-28,0.00102,0.018,7.99,28.71
2011-07-29,0.00038,0.048,7.99,25.95
2011-08-01,-0.00194,0.0,7.99,28.65
2011-08-02,-0.00085,0.025,7.99,30.39
2011-08-03,-0.00416,0.001,7.99,27.72
2011-08-04,-0.02626,0.038,7.99,29.56
2011-08-05,-0.0096,0.044,7.99,26.74
2011-08-08,0.01616,0.008,7.99,28.56
2011-08-09,-0.02493,-0.002,7.99,24.27
2011-08-10,-0.00371,-0.038,7.99,26.57
2011-08-11,-0.01506,-0.032,7.99,27.99
2011-08-12,0.0017,-0.044,7.99,27.45
2011-08-15,-0.0073,-0.005,7.99,26.05
2011-08-16,0.02629,-0.059,7.99,27.25
2011-08-17,0.00882,-0.038,7.99,28.49
2011-08-18,-0.02391,-0.124,7.99,27.87
2011-08-19,0.01178,0.039,7.99,28.09
2011-08-22,-0.01424,-0.039,7.99,29.1
2011-08-23,-0.01069,-0.012,7.99,27.49
2011-08-24,0.00535,0.028,7.99,30.04
2011-08-25,-0.00915,-0.018,7.99,26.52
2011-08-26,0.01577,0.028,7.99,30.89
2011-08-29,-0.01424,-0.08,7.99,29.67
2011-08-30,-0.01144,0.066,7.99,27.47
2011-08-31,-0.01211,0.013,7.99,27.57
2011-09-01,-0.01048,-0.022,7.99,28.31
2011-09-02,0.01949,0.027,7.99,28.9
2011-09-05,0.01102,-0.077,7.99,29.64
2011-09-06,0.03048,-0.042,7.99,25.99
2011-09-07,0.04052,0.028,7.99,28.66
2011-09-08,-0.01885,-0.105,7.99,24.83
2011-09-09,0.00097,-0.008,7.99,27.73
2011-09-12,-0.02147,-0.009,7.99,30.18
2011-09-13,-0.0143,0.049,7.99,25.87
2011-09-14,-0.01164,-0.093,7.99,25.6
2011-09-15,-0.01933,0.034,7.99,28.33
2011-09-16,-0.01923,-0.052,7.99,30.08
2011-09-19,-0.0029,-0.048,7.99,28.49
2011-09-20,-0.0222,-0.079,7.99,25.14
2011-09-21,0.01486,-0.074,7.99,25.48
2011-09-22,-0.01682,-0.014,7.99,28.15
2011-09-23,0.05027,-0.074,7.99,26.23
2011-09-26,-0.00842,-0.0,7.99,28.21
2011-09-27,0.001,-0.057,7.99,28.29
2011-09-28,-0.02362,-0.079,7.99,27.27
2011-09-29,0.03041,-0.051,7.99,30.72
2011-09-30,0.01985,-0.017,7.99,28.89
2011-10-03,0.00504,-0.041,7.99,29.82
2011-10-04,-0.02454,-0.029,7.99,29.38
2011-10-05,0.00349,-0.002,7.99,27.77
2011-10-06,-0.02049,0.013,7.99,27.71
2011-10-07,0.02602,-0.042,7.99,27.55
2011-10-10,0.01427,-0.072,7.98,29.02
2011-10-11,0.00142,-0.027,7.98,27.02
2011-10-12,-0.04415,-0.011,7.98,30.59
2011-10-13,-0.018,-0.088,7.98,26.88
2011-10-14,0.01208,-0.066,7.98,28.32
2011-10-17,0.02153,-0.059,7.98,27.66
2011-10-18,0.01967,-0.038,7.98,27.32
2011-10-19,-0.02896,-0.06,7.98,31.26
2011-10-20,0.00513,-0.002,7.98,27.34
2011-10-21,0.01798,-0.094,7.98,27.54
2011-10-24,-0.03015,-0.093,7.98,27.0
2011-10-25,-0.00044,-0.043,7.98,28.06
2011-10-26,0.00463,-0.037,7.98,27.85
2011-10-27,-0.00571,-0.088,7.98,26.32
2011-10-28,-0.03364,-0.054,7.98,27.36
2011-10-31,-0.00616,-0.046,7.98,28.91
2011-11-01,-0.00619,-0.046,7.98,29.54
2011-11-02,-0.00297,-0.024,7.98,28.04
2011-11-03,-0.01044,-0.056,7.98,28.09
2011-11-04,-0.00827,0.029,7.98,27.46
2011-11-07,-0.00101,-0.01,7.98,27.25
2011-11-08,0.00766,-0.062,7.98,26.62
2011-11-09,-0.00578,-0.026,7.98,25.67
2011-11-10,-0.00767,-0.025,7.98,26.95
2011-11-11,0.00136,0.019,7.98,29.36
2011-11-14,-0.03488,-0.054,7.98,27.36
2011-11-15,0.00829,0.001,7.98,27.48
2011-11-16,-0.00031,-0.028,7.98,27.45
2011-11-17,0.00041,0.03,7.98,29.87
2011-11-18,0.01699,0.022,7.98,26.61
2011-11-21,-0.03545,-0.022,7.98,28.42
2011-11-22,-0.03583,-0.04,7.98,27.9
2011-11-23,0.00463,-0.01,7.98,28.1
2011-11-24,-0.00043,-0.037,7.98,28.37
2011-11-25,0.00276,0.037,7.98,28.09
2011-11-28,-0.00862,-0.027,7.98,29.19
2011-11-29,0.01166,-0.046,7.98,27.96
2011-11-30,0.01649,-0.048,7.98,30.62
2011-12-01,0.00841,-0.079,7.98,28.07
2011-12-02,-0.00499,-0.008,7.98,25.44
2011-12-05,-0.03824,-0.063,7.98,28.96
2011-12-06,0.01355,0.014,7.98,28.59
2011-12-07,0.02169,-0.082,7.98,28.05
2011-12-08,0.0113,-0.025,7.98,27.61
